t,y_euler,y_exact,error
0,1,1,0
0.05,1,0.9999794270831793,0.000020572916820671416
0.1,0.9999375130197483,0.9998374999804067,0.00010001303934159544
0.15000000000000002,0.9996908456326622,0.9994585934173497,0.00023225221531253393
0.2,0.9991448572478312,0.9987333308571422,0.00041152639068897656
0.25,0.9981909432775017,0.9975585820182862,0.0006323612592155081
0.30000000000000004,0.9967270171991588,0.9958374582343317,0.0008895589648271196
0.35000000000000003,0.9946574907954812,0.9934793050107718,0.0011781857847094068
0.4,0.9918932518980761,0.9903996911735875,0.0014935607244885851
0.45,0.9883516390033166,0.9865203940428402,0.0018312449604763748
0.5,0.9839564121707846,0.9817693801036046,0.0021870320671799615
0.55,0.9786377196567639,0.9760807806853258,0.0025569389714381607
0.6000000000000001,0.9723320597769011,0.96939486219937,0.002937197577531081
0.65,0.96498223753354,0.9616579905230557,0.0033242470104842825
0.7000000000000001,0.9565373155843158,0.9528225891567945,0.003714726427521242
0.75,0.9469525591693244,0.9428470908190849,0.004105468350239505
0.8,0.9361893746545492,0.9316958821819549,0.00449349247259434
0.8500000000000001,0.92421524138918,0.9193392414870006,0.004875999902179351
0.9,0.9110036366139701,0.9057532688193735,0.005250367794596644
0.9500000000000001,0.8965339531968048,0.8909198088538792,0.00561414434292562
1,0.8807914100101588,0.8748263659237393,0.005965044086419513
1.05,0.8637669548030579,0.8574660112984496,0.006300943504608303
1.1,0.8454571594574913,0.8388372825925461,0.006619876864945251
1.1500000000000001,0.8258641075558957,0.8189440752618657,0.006920032294029932
1.2000000000000002,0.8049952742223088,0.7977955261780508,0.0071997480442579365
1.25,0.782863398235027,0.7754058893055225,0.007457508929504586
1.3,0.7594863464430391,0.7517944035378964,0.007691942905142746
1.35,0.7348869705521166,0.7269851527827961,0.00790181776932053
1.4000000000000001,0.7090929563791628,0.7010069184151537,0.008086037964009085
1.4500000000000002,0.6821366657052167,0.6738930242493762,0.008243641455840445
1.5,0.6540549708883242,0.6456811742100936,0.008373796678230572
1.55,0.6248890824272931,0.6164132829095963,0.008475799517696836
1.6,0.5946843696960831,0.5861352993674358,0.008549070328647268
1.6500000000000001,0.5634901750962145,0.5548970241339695,0.008593150962245
1.7000000000000002,0.531359621901067,0.5227519201048392,0.008607701796227829
1.75,0.4983494160912374,0.48975691733744503,0.008592498753792366
1.8,0.4645196425042009,0.4559722122033473,0.008547430300853587
1.85,0.4299335556443365,0.4214610612322073,0.008472494412129217
1.9000000000000001,0.39465736552089403,0.386289570023273,0.008367795497621011
1.9500000000000002,0.35876001890167414,0.3505264776195478,0.008233541282126333
2,0.32231297638902606,0.314242936757576,0.008070039631450088
2.0500000000000003,0.28538998574221763,0.27751229042223313,0.007877695319984501
2.1,0.2480668518862711,0.24040984515099903,0.0076570067352720594
2.15,0.21042120406196466,0.2030126415458619,0.007408562516102751
2.2,0.17253226058485288,0.1653992224632891,0.007133038121563795
2.25,0.13448059169284293,0.1276493993635232,0.006831192329319724
2.3000000000000003,0.09634788097206382,0.08984401730984964,0.006503863662214171
2.35,0.0582166858594694,0.05206471911641998,0.006151966743049422
2.4000000000000004,0.02017019772781823,0.014393709149658658,0.005776488578159572
2.45,-0.017707997935634975,-0.023086482706716635,0.00537848477108166
2.5,-0.0553341607412186,-0.06029323640953923,0.004959075668320628
2.5500000000000003,-0.09262463348150436,-0.09714407592132632,0.004519442439821955
2.6,-0.12949607856919026,-0.13355690166657463,0.0040608230973843695
2.6500000000000004,-0.16586571230917813,-0.16945022076398714,0.00358450845480901
2.7,-0.20165153648763354,-0.20474337452174085,0.0030918380341073137
2.75,-0.2367725667641049,-0.23935676268671213,0.002584195922607224
2.8000000000000003,-0.2711490573575228,-0.27321206394376785,0.002063006586245031
2.85,-0.3047027215230796,-0.3062324521678538,0.0015297306447741854
2.9000000000000004,-0.3373569473245801,-0.3383428079396007,0.000985860615020595
2.95,-0.36903700821583063,-0.3694699248444973,0.0004329166286666797
3,-0.3996702679549618,-0.3995427100863571,-0.00012755786860468854
3.0500000000000003,-0.429186379387236,-0.4284923789577418,-0.0006940004294941904
3.1,-0.4575174766448272,-0.4562526427232156,-0.001264833921611641
3.1500000000000004,-0.4845983603262498,-0.4827598894857254,-0.0018384708405244088
3.2,-0.5103666752335044,-0.5079533576219836,-0.00241331761152086
3.25,-0.5347630802615668,-0.5317753013894664,-0.002987778872100444
3.3000000000000003,-0.5577314100525158,-0.5541711483254368,-0.003560261727079017
3.35,-0.5792188280453333,-0.5750896480772445,-0.004129179968088814
3.4000000000000004,-0.5991759705721633,-0.5944830123229833,-0.004692958249180035
3.45,-0.6175570816725282,-0.612307045462333,-0.0052500362101951525
3.5,-0.634320138318617,-0.6285212657790488,-0.005798872539568234
3.5500000000000003,-0.6494269657672259,-0.6430890167989983,-0.006337948968227591
3.6,-0.6628433427771784,-0.6559775685908534,-0.006865774186324947
3.6500000000000004,-0.6745390964550269,-0.6671582087804411,-0.007380887674585779
3.7,-0.6844881865164724,-0.676606323074281,-0.007881863442191328
3.75,-0.6926687787761692,-0.6843014651129476,-0.00836731366322152
3.8000000000000003,-0.6990633077043388,-0.690227415500485,-0.008835892203853724
3.85,-0.7036585279148426,-0.6943722298821491,-0.00928629803269354
3.9000000000000004,-0.7064455544759759,-0.6967282759691548,-0.009717278506821136
3.95,-0.7074198919621841,-0.6972922594358163,-0.010127632526367836
4,-0.7065814521921003,-0.696065238641403,-0.010516213550697318
4.05,-0.7039345606256759,-0.693052628156138,-0.010881932469537947
4.1000000000000005,-0.6994879514206709,-0.688264191097959,-0.011223760322711884
4.15,-0.6932547511763008,-0.6817140203138732,-0.011540730862427573
4.2,-0.6852524514193434,-0.6734205084669049,-0.011831942952438501
4.25,-0.6755028699154112,-0.6634063071166885,-0.012096562798722732
4.3,-0.6640321009153303,-0.6516982749086146,-0.01233382600671562
4.3500000000000005,-0.6508704544735625,-0.6383274150130503,-0.012543039460512162
4.4,-0.6360523850022909,-0.6233288019824335,-0.012723583019857432
4.45,-0.6196164092510973,-0.6067414982199348,-0.01287491103116245
4.5,-0.6016050139280237,-0.5886084602788172,-0.012996553649206488
4.55,-0.5820645532031615,-0.5689764352365352,-0.013088117966626345
4.6000000000000005,-0.5610451363606878,-0.5478958474119425,-0.01314928894874523
4.65,-0.5386005058894061,-0.5254206757176638,-0.01317983017174229
4.7,-0.5147879063252854,-0.5016083219626477,-0.013179584362637664
4.75,-0.48966794418216564,-0.47651947044214044,-0.013148473740025202
4.800000000000001,-0.4633044393286585,-0.45021793917368663,-0.01308650015497187
4.8500000000000005,-0.4357642681902532,-0.4227705231582896,-0.0129937450319636
4.9,-0.40711719917569517,-0.39424683006541617,-0.012870369110279
4.95,-0.37743572074578163,-0.36471910875915875,-0.012716611986622883
5,-0.34679486256076997,-0.33426207110041334,-0.01253279146035663
